index,LAT,LONG,SPCD,STATECD,PRESENCE
29611,33.060386,-84.115511,110,13,1
29612,34.949802,-84.115423,110,13,1
29613,32.720957,-84.115324,110,13,1
29614,32.853954,-84.114492,110,13,1
29615,33.331163,-84.11414,110,13,1
29616,34.39371,-84.113784,110,13,1
29617,34.613867,-84.113722,110,13,1
29618,33.136326,-84.113406,110,13,1
29619,33.109472,-84.113098,110,13,1
29620,34.532077,-84.112326,110,13,1
29621,33.587036,-84.111681,110,13,1
29622,34.444,-84.111,110,13,1
29623,30.827033,-84.110879,110,13,1
29624,32.695641,-84.11029,110,13,1
29625,33.86,-84.11,110,13,1
29626,33.147683,-84.109606,110,13,1
29627,32.843916,-84.109531,110,13,1
29628,32.024356,-84.109264,110,13,1
29629,32.794021,-84.109004,110,13,1
29630,30.773847,-84.108948,110,13,1
29631,34.192084,-84.10884,110,13,1
29632,32.828515,-84.108511,110,13,1
29633,34.393901,-84.1082,110,13,1
29634,32.166234,-84.10804,110,13,1
29635,32.744149,-84.107903,110,13,1
29636,33.1525,-84.10772,110,13,1
29637,32.751365,-84.107177,110,13,1
29638,32.971304,-84.107097,110,13,1
29639,32.86511,-84.106594,110,13,1
29640,32.803384,-84.106207,110,13,1
29641,33.554018,-84.104804,110,13,1
29642,32.149177,-84.102282,110,13,1
29643,30.754782,-84.100235,110,13,1
29644,33.631674,-84.099362,110,13,1
29645,30.819024,-84.099052,110,13,1
29646,34.023785,-84.098536,110,13,1
29647,30.904438,-84.09763,110,13,1
29648,34.722302,-84.093715,110,13,1
29649,34.322236,-84.091514,110,13,1
29650,33.304888,-84.090547,110,13,1
29651,34.048076,-84.090244,110,13,1
29652,34.056203,-84.090023,110,13,1
29653,34.224149,-84.089982,110,13,1
29654,33.746558,-84.08965,110,13,1
29655,34.885433,-84.088982,110,13,1
29656,34.192756,-84.088244,110,13,1
29657,33.724632,-84.087061,110,13,1
29658,33.433022,-84.086034,110,13,1
29659,32.850267,-84.085553,110,13,1
29660,34.277972,-84.084937,110,13,1
29661,33.1733,-84.084921,110,13,1
29662,32.914655,-84.084746,110,13,1
29663,33.464807,-84.084692,110,13,1
29664,33.82749,-84.08358,110,13,1
29665,30.812986,-84.083142,110,13,1
29666,34.780079,-84.083056,110,13,1
29667,33.390746,-84.083037,110,13,1
29668,34.187167,-84.082681,110,13,1
29669,33.910321,-84.082437,110,13,1
29670,33.960125,-84.082311,110,13,1
29671,34.031286,-84.082229,110,13,1
29672,30.751049,-84.081643,110,13,1
29673,33.751896,-84.081087,110,13,1
29674,32.860112,-84.080626,110,13,1
29675,30.75,-84.08,110,13,1
29676,33.17,-84.08,110,13,1
29677,33.72,-84.08,110,13,1
29678,34.753436,-84.079887,110,13,1
29679,34.113957,-84.078428,110,13,1
29680,34.724115,-84.077951,110,13,1
29681,33.831681,-84.077076,110,13,1
29682,34.143853,-84.076928,110,13,1
29683,33.442638,-84.075322,110,13,1
29684,32.024542,-84.075204,110,13,1
29685,34.27065,-84.067149,110,13,1
29686,34.489715,-84.067024,110,13,1
29687,34.153279,-84.065785,110,13,1
29688,30.809191,-84.064166,110,13,1
29689,33.050399,-84.06369,110,13,1
29690,33.552652,-84.063557,110,13,1
29691,34.433957,-84.063279,110,13,1
29692,32.054058,-84.062294,110,13,1
29693,34.311089,-84.061685,110,13,1
29694,34.460383,-84.061577,110,13,1
29695,34.065981,-84.060995,110,13,1
29696,33.606812,-84.060856,110,13,1
29697,30.772201,-84.060795,110,13,1
29698,34.86,-84.06,110,13,1
29699,33.224865,-84.059939,110,13,1
29700,34.308824,-84.059798,110,13,1
29701,33.420533,-84.059075,110,13,1
29702,32.143286,-84.058922,110,13,1
29703,32.941292,-84.058345,110,13,1
29704,34.889738,-84.05793,110,13,1
29705,33.14243,-84.05791,110,13,1
29706,34.517456,-84.057748,110,13,1
29707,33.081639,-84.057569,110,13,1
29708,33.863121,-84.057535,110,13,1
29709,32.746907,-84.056985,110,13,1
29710,34.821971,-84.0567,110,13,1
29711,33.054321,-84.056574,110,13,1
29712,30.804108,-84.055962,110,13,1
29713,34.606546,-84.055376,110,13,1
29714,34.534235,-84.055338,110,13,1
29715,30.784068,-84.055133,110,13,1
29716,32.134407,-84.054342,110,13,1
29717,33.165327,-84.054323,110,13,1
29718,34.717681,-84.053877,110,13,1
29719,33.092085,-84.053706,110,13,1
29720,34.976239,-84.052241,110,13,1
29721,34.867095,-84.052215,110,13,1
29722,34.052663,-84.05183,110,13,1
29723,32.888802,-84.051499,110,13,1
29724,30.684176,-84.040816,110,13,1
29725,34.237451,-84.039269,110,13,1
29726,34.382416,-84.037864,110,13,1
29727,33.435243,-84.037656,110,13,1
29728,34.374434,-84.037585,110,13,1
29729,33.783659,-84.036874,110,13,1
29730,34.931214,-84.036024,110,13,1
29731,33.402073,-84.034559,110,13,1
29732,34.393963,-84.03445,110,13,1
29733,33.026246,-84.034439,110,13,1
29734,34.830089,-84.034143,110,13,1
29735,31.332452,-84.033545,110,13,1
29736,34.415921,-84.032027,110,13,1
29737,34.411809,-84.031356,110,13,1
29738,30.835573,-84.030997,110,13,1
29739,34.356213,-84.030111,110,13,1
29740,33.390977,-84.030059,110,13,1
29741,34.75,-84.03,110,13,1
29742,30.83169,-84.029818,110,13,1
29743,30.713544,-84.029684,110,13,1
29744,30.839743,-84.028783,110,13,1
29745,32.671658,-84.028,110,13,1
29746,33.960188,-84.027916,110,13,1
29747,34.737885,-84.027859,110,13,1
29748,33.659367,-84.027273,110,13,1
29749,33.964498,-84.026519,110,13,1
29750,31.029623,-84.025821,110,13,1
29751,30.991443,-84.025385,110,13,1
29752,34.886839,-84.025365,110,13,1
29753,34.500568,-84.024152,110,13,1
29754,34.027539,-84.023468,110,13,1
29755,33.773955,-84.023462,110,13,1
29756,32.835117,-84.023455,110,13,1
29757,34.633923,-84.022341,110,13,1
29758,33.65411,-84.021691,110,13,1
29759,33.963704,-84.021503,110,13,1
29760,34.600841,-84.019299,110,13,1
29761,34.113736,-84.019055,110,13,1
29762,32.667251,-84.018968,110,13,1
29763,30.821136,-84.017555,110,13,1
29764,32.910487,-84.017432,110,13,1
29765,33.69274,-84.017356,110,13,1
29766,34.021713,-84.014047,110,13,1
29767,30.72982,-84.009177,110,13,1
29768,33.306517,-84.005889,110,13,1
29769,34.904296,-84.005805,110,13,1
29770,34.355537,-84.004987,110,13,1
29771,32.966653,-84.004803,110,13,1
29772,33.969532,-84.004763,110,13,1
29773,33.97006,-84.004522,110,13,1
29774,32.949189,-84.004171,110,13,1
29775,34.108722,-84.00365,110,13,1
29776,30.791374,-84.003533,110,13,1
29777,33.357662,-84.002799,110,13,1
29778,34.571499,-84.002619,110,13,1
29779,33.027043,-84.002341,110,13,1
29780,33.011765,-84.001562,110,13,1
29781,34.965376,-84.001271,110,13,1
29782,34.382065,-84.001032,110,13,1
29783,32.141205,-83.998673,110,13,1
29784,34.248291,-83.998657,110,13,1
29785,33.054377,-83.998257,110,13,1
29786,34.885676,-83.998196,110,13,1
29787,30.72236,-83.998185,110,13,1
29788,34.572848,-83.997719,110,13,1
29789,30.808061,-83.996929,110,13,1
29790,30.691581,-83.996654,110,13,1
29791,34.970414,-83.996202,110,13,1
29792,34.031602,-83.995653,110,13,1
29793,33.110607,-83.994634,110,13,1
29794,33.001194,-83.992674,110,13,1
29795,33.351521,-83.990937,110,13,1
29796,34.328563,-83.988503,110,13,1
29797,33.394464,-83.988371,110,13,1
29798,32.70812,-83.985958,110,13,1
29799,32.912733,-83.984918,110,13,1
29800,34.645648,-83.982929,110,13,1
29801,32.769127,-83.980136,110,13,1
29802,32.553327,-83.979471,110,13,1
29803,33.713604,-83.97839,110,13,1
29804,34.614409,-83.978378,110,13,1
29805,33.66298,-83.97823,110,13,1
29806,33.19894,-83.977904,110,13,1
29807,34.471062,-83.977354,110,13,1
29808,32.831237,-83.976943,110,13,1
29809,34.328606,-83.976625,110,13,1
29810,32.549422,-83.975939,110,13,1
29811,32.823587,-83.97564,110,13,1
29812,34.446488,-83.974716,110,13,1
29813,34.109281,-83.974388,110,13,1
29814,33.19908,-83.97406,110,13,1
29815,34.577447,-83.973433,110,13,1
29816,30.691554,-83.973092,110,13,1
29817,34.441761,-83.972778,110,13,1
29818,34.446456,-83.972366,110,13,1
29819,33.136236,-83.972115,110,13,1
29820,34.62389,-83.971898,110,13,1
29821,34.168261,-83.97112,110,13,1
29822,32.442092,-83.970417,110,13,1
29823,32.78,-83.97,110,13,1
29824,32.86,-83.97,110,13,1
29825,33.39,-83.97,110,13,1
29826,33.58,-83.97,110,13,1
29827,33.67,-83.97,110,13,1
29828,33.78,-83.97,110,13,1
29829,34.06,-83.97,110,13,1
29830,34.44,-83.97,110,13,1
29831,34.56,-83.97,110,13,1
29832,33.882927,-83.969044,110,13,1
29833,32.910775,-83.968222,110,13,1
29834,34.188939,-83.968177,110,13,1
29835,34.682008,-83.968032,110,13,1
29836,33.587504,-83.9673,110,13,1
29837,34.532171,-83.966015,110,13,1
29838,34.874258,-83.965698,110,13,1
29839,32.823931,-83.964625,110,13,1
29840,33.00169,-83.963917,110,13,1
29841,34.528584,-83.963904,110,13,1
29842,34.684512,-83.963293,110,13,1
29843,33.890035,-83.962433,110,13,1
29844,32.551618,-83.962005,110,13,1
29845,33.294331,-83.95865,110,13,1
29846,32.422524,-83.957154,110,13,1
29847,33.289328,-83.954705,110,13,1
29848,33.290578,-83.953563,110,13,1
29849,32.864143,-83.95243,110,13,1
29850,33.297226,-83.950706,110,13,1
29851,30.872279,-83.94996,110,13,1
29852,32.829908,-83.949666,110,13,1
29853,32.945363,-83.94802,110,13,1
29854,32.3878,-83.947516,110,13,1
29855,33.969802,-83.947274,110,13,1
29856,32.694349,-83.946859,110,13,1
29857,32.215708,-83.946707,110,13,1
29858,32.667967,-83.946706,110,13,1
29859,33.943868,-83.946275,110,13,1
29860,32.722861,-83.946195,110,13,1
29861,33.637997,-83.945927,110,13,1
29862,33.25688,-83.945451,110,13,1
29863,32.689782,-83.945343,110,13,1
29864,32.779399,-83.944477,110,13,1
29865,34.856342,-83.944,110,13,1
29866,34.327681,-83.94298,110,13,1
29867,32.671129,-83.942957,110,13,1
29868,34.054664,-83.941697,110,13,1
29869,34.079041,-83.940129,110,13,1
29870,34.44,-83.94,110,13,1
29871,32.656124,-83.939206,110,13,1
29872,34.807284,-83.938547,110,13,1
29873,33.971903,-83.937332,110,13,1
29874,30.691322,-83.935125,110,13,1
29875,33.333484,-83.934737,110,13,1
29876,34.311387,-83.930832,110,13,1
29877,33.958237,-83.930716,110,13,1
29878,34.854901,-83.928394,110,13,1
29879,30.762456,-83.927666,110,13,1
29880,33.413779,-83.927379,110,13,1
29881,33.310351,-83.925909,110,13,1
29882,32.701631,-83.923349,110,13,1
29883,34.332634,-83.92333,110,13,1
29884,34.523318,-83.922844,110,13,1
29885,33.142679,-83.922831,110,13,1
29886,34.911431,-83.922764,110,13,1
29887,34.494839,-83.921893,110,13,1
29888,34.57312,-83.920451,110,13,1
29889,32.92065,-83.920159,110,13,1
29890,32.92396,-83.920017,110,13,1
29891,33.31,-83.92,110,13,1
29892,34.17,-83.92,110,13,1
29893,34.83,-83.92,110,13,1
29894,34.062506,-83.919552,110,13,1
29895,33.032414,-83.919346,110,13,1
29896,33.473558,-83.919075,110,13,1
29897,34.641121,-83.918549,110,13,1
29898,34.084491,-83.918407,110,13,1
29899,33.803146,-83.918318,110,13,1
29900,34.268738,-83.918297,110,13,1
29901,33.085156,-83.917408,110,13,1
29902,34.491965,-83.916857,110,13,1
29903,34.409907,-83.916096,110,13,1
29904,33.813109,-83.915911,110,13,1
29905,33.697778,-83.915698,110,13,1
29906,34.399402,-83.915452,110,13,1
29907,33.068754,-83.915388,110,13,1
29908,34.028873,-83.915175,110,13,1
29909,34.639229,-83.914833,110,13,1
29910,33.256055,-83.914507,110,13,1
29911,33.44072,-83.913817,110,13,1
29912,34.161196,-83.913729,110,13,1
29913,33.758516,-83.913659,110,13,1
29914,32.965905,-83.913298,110,13,1
29915,34.155594,-83.91258,110,13,1
29916,33.690749,-83.911622,110,13,1
29917,32.860518,-83.91044,110,13,1
29918,34.301603,-83.910427,110,13,1
29919,33.014531,-83.908462,110,13,1
29920,33.429615,-83.908215,110,13,1
29921,32.460034,-83.904949,110,13,1
29922,33.68237,-83.903634,110,13,1
29923,32.403631,-83.901257,110,13,1
29924,32.839362,-83.900172,110,13,1
29925,34.599527,-83.897383,110,13,1
29926,32.527797,-83.895901,110,13,1
29927,33.88541,-83.895561,110,13,1
29928,33.413007,-83.894313,110,13,1
29929,34.084015,-83.894308,110,13,1
29930,33.666883,-83.89302,110,13,1
29931,34.195586,-83.892763,110,13,1
29932,32.470766,-83.891341,110,13,1
29933,33.512059,-83.891296,110,13,1
29934,32.384923,-83.890294,110,13,1
29935,33.551099,-83.889826,110,13,1
29936,32.776122,-83.888726,110,13,1
29937,34.95275,-83.888543,110,13,1
29938,34.605944,-83.888246,110,13,1
29939,34.255621,-83.888044,110,13,1
29940,34.193768,-83.8875,110,13,1
29941,34.532443,-83.88744,110,13,1
29942,34.112069,-83.886909,110,13,1
29943,32.802392,-83.886406,110,13,1
29944,30.875615,-83.886245,110,13,1
29945,34.5551,-83.885825,110,13,1
29946,33.552823,-83.884912,110,13,1
29947,34.277868,-83.884423,110,13,1
29948,34.560868,-83.883074,110,13,1
29949,33.653038,-83.881482,110,13,1
29950,34.526638,-83.881223,110,13,1
29951,33.796449,-83.881032,110,13,1
29952,33.889127,-83.880234,110,13,1
29953,30.786748,-83.879332,110,13,1
29954,32.774554,-83.87816,110,13,1
29955,32.510984,-83.876715,110,13,1
29956,32.91232,-83.875455,110,13,1
29957,34.050659,-83.869312,110,13,1
29958,33.905712,-83.869162,110,13,1
29959,32.914514,-83.867653,110,13,1
29960,34.97655,-83.867169,110,13,1
29961,30.730215,-83.867037,110,13,1
29962,33.085361,-83.866777,110,13,1
29963,30.943431,-83.86677,110,13,1
29964,33.88718,-83.866165,110,13,1
29965,33.106593,-83.866106,110,13,1
29966,34.500137,-83.865766,110,13,1
29967,33.194069,-83.865696,110,13,1
29968,32.962969,-83.865182,110,13,1
29969,34.472466,-83.865021,110,13,1
29970,33.940539,-83.864757,110,13,1
29971,33.952369,-83.864639,110,13,1
29972,34.115004,-83.864513,110,13,1
29973,33.218338,-83.863843,110,13,1
29974,34.510164,-83.863448,110,13,1
29975,30.722112,-83.862858,110,13,1
29976,34.152224,-83.861444,110,13,1
29977,32.870922,-83.860518,110,13,1
29978,33.183487,-83.860223,110,13,1
29979,34.492907,-83.860095,110,13,1
29980,31.58,-83.86,110,13,1
29981,32.92,-83.86,110,13,1
29982,33.56,-83.86,110,13,1
29983,33.89,-83.86,110,13,1
29984,34.11,-83.86,110,13,1
29985,34.31,-83.86,110,13,1
29986,34.306452,-83.858958,110,13,1
29987,34.137692,-83.857277,110,13,1
29988,34.977115,-83.857249,110,13,1
29989,34.110628,-83.857093,110,13,1
29990,32.976638,-83.856523,110,13,1
29991,34.551956,-83.855915,110,13,1
29992,34.058673,-83.853399,110,13,1
29993,34.555381,-83.852617,110,13,1
29994,34.307881,-83.85201,110,13,1
29995,33.476759,-83.849975,110,13,1
29996,34.328226,-83.849918,110,13,1
29997,33.558519,-83.847311,110,13,1
29998,33.017739,-83.84665,110,13,1
29999,33.701672,-83.84585,110,13,1
30000,34.791915,-83.844005,110,13,1
30001,32.315755,-83.843421,110,13,1
30002,34.296799,-83.842959,110,13,1
30003,32.899466,-83.84139,110,13,1
30004,34.585522,-83.839569,110,13,1
30005,34.637086,-83.83777,110,13,1
30006,34.191124,-83.836905,110,13,1
30007,34.600328,-83.83601,110,13,1
30008,34.055112,-83.835407,110,13,1
30009,34.224883,-83.835311,110,13,1
30010,32.756576,-83.835242,110,13,1
30011,34.228122,-83.834574,110,13,1
30012,33.023054,-83.833206,110,13,1
30013,34.389,-83.833,110,13,1
30014,34.085171,-83.832724,110,13,1
30015,34.950244,-83.832467,110,13,1
30016,33.744955,-83.832147,110,13,1
30017,34.090325,-83.832129,110,13,1
30018,34.055644,-83.83204,110,13,1
30019,34.251227,-83.831755,110,13,1
30020,32.30537,-83.830707,110,13,1
30021,33.035772,-83.829541,110,13,1
30022,34.63566,-83.828296,110,13,1
30023,32.855724,-83.828093,110,13,1
30024,33.025069,-83.827405,110,13,1
30025,33.162603,-83.82674,110,13,1
30026,33.749817,-83.826702,110,13,1
30027,33.513078,-83.825489,110,13,1
30028,33.782133,-83.825345,110,13,1
30029,34.320639,-83.822398,110,13,1
30030,32.886703,-83.821822,110,13,1
30031,34.317502,-83.820179,110,13,1
30032,34.864339,-83.818973,110,13,1
30033,34.317628,-83.814028,110,13,1
30034,33.829762,-83.81365,110,13,1
30035,33.221455,-83.813453,110,13,1
30036,33.276275,-83.813196,110,13,1
30037,34.446514,-83.810557,110,13,1
30038,33.059793,-83.810491,110,13,1
30039,33.17,-83.81,110,13,1
30040,33.642132,-83.809278,110,13,1
30041,32.026957,-83.809206,110,13,1
30042,34.666904,-83.809181,110,13,1
30043,34.947946,-83.808669,110,13,1
30044,33.163626,-83.807628,110,13,1
30045,32.752872,-83.807243,110,13,1
30046,30.66468,-83.805764,110,13,1
30047,33.281132,-83.805204,110,13,1
30048,34.308093,-83.804764,110,13,1
30049,34.230709,-83.804173,110,13,1
30050,33.635206,-83.803777,110,13,1
30051,33.357054,-83.803381,110,13,1
30052,34.141567,-83.801732,110,13,1
30053,33.415047,-83.801669,110,13,1
30054,33.024428,-83.800738,110,13,1
30055,32.762633,-83.799179,110,13,1
30056,33.174638,-83.795514,110,13,1
30057,34.366794,-83.794549,110,13,1
30058,34.719172,-83.788319,110,13,1
30059,34.360007,-83.7878,110,13,1
30060,34.383183,-83.787239,110,13,1
30061,32.926136,-83.787028,110,13,1
30062,33.138344,-83.784384,110,13,1
30063,32.945028,-83.7843,110,13,1
30064,33.611938,-83.7833,110,13,1
30065,32.692766,-83.782797,110,13,1
30066,34.143534,-83.782128,110,13,1
30067,33.333765,-83.780817,110,13,1
30068,34.276942,-83.780311,110,13,1
30069,32.94,-83.78,110,13,1
30070,33.11,-83.78,110,13,1
30071,33.89,-83.78,110,13,1
30072,34.28,-83.78,110,13,1
30073,34.55445,-83.779318,110,13,1
30074,34.177052,-83.779139,110,13,1
30075,32.919645,-83.778963,110,13,1
30076,33.540179,-83.77837,110,13,1
30077,34.546072,-83.777677,110,13,1
30078,33.16872,-83.777638,110,13,1
30079,34.16352,-83.777632,110,13,1
30080,33.893902,-83.776364,110,13,1
30081,34.556766,-83.776094,110,13,1
30082,34.565512,-83.77574,110,13,1
30083,32.417425,-83.774414,110,13,1
30084,34.970965,-83.774115,110,13,1
30085,33.157572,-83.772512,110,13,1
30086,33.053318,-83.772228,110,13,1
30087,33.116323,-83.772074,110,13,1
30088,34.142824,-83.770818,110,13,1
30089,32.883941,-83.766032,110,13,1
30090,34.16389,-83.765599,110,13,1
30091,33.270418,-83.765466,110,13,1
30092,33.659108,-83.763419,110,13,1
30093,34.22324,-83.762402,110,13,1
30094,33.326018,-83.762059,110,13,1
30095,34.705424,-83.760101,110,13,1
30096,34.434562,-83.759045,110,13,1
30097,34.727266,-83.75794,110,13,1
30098,34.744075,-83.756475,110,13,1
30099,32.8645,-83.756177,110,13,1
30100,30.688155,-83.755086,110,13,1
30101,33.776724,-83.753148,110,13,1
30102,34.641768,-83.753137,110,13,1
30103,33.141337,-83.7531,110,13,1
30104,32.839681,-83.75255,110,13,1
30105,34.335319,-83.751824,110,13,1
30106,34.639545,-83.75164,110,13,1
30107,34.450038,-83.75116,110,13,1
30108,34.40192,-83.750127,110,13,1
30109,32.39,-83.75,110,13,1
30110,33.97,-83.75,110,13,1
30111,34.69,-83.75,110,13,1
30112,34.75,-83.75,110,13,1
30113,30.69375,-83.749591,110,13,1
30114,32.404538,-83.74927,110,13,1
30115,34.400669,-83.748673,110,13,1
30116,32.860935,-83.748272,110,13,1
30117,33.971817,-83.746848,110,13,1
30118,33.889775,-83.746257,110,13,1
30119,32.327263,-83.745591,110,13,1
30120,33.7815,-83.743757,110,13,1
30121,32.347622,-83.743674,110,13,1
30122,34.648663,-83.74318,110,13,1
30123,34.491123,-83.743007,110,13,1
30124,34.416543,-83.74208,110,13,1
30125,33.784274,-83.74132,110,13,1
30126,33.680592,-83.740937,110,13,1
30127,33.131624,-83.73525,110,13,1
30128,33.908718,-83.73414,110,13,1
30129,32.790895,-83.7338,110,13,1
30130,34.147719,-83.732677,110,13,1
30131,33.388175,-83.731972,110,13,1
30132,32.747801,-83.729457,110,13,1
30133,32.959701,-83.729424,110,13,1
30134,32.831804,-83.728812,110,13,1
30135,33.468895,-83.728715,110,13,1
30136,33.303691,-83.728205,110,13,1
30137,32.970732,-83.72806,110,13,1
30138,32.83721,-83.727972,110,13,1
30139,33.169868,-83.726385,110,13,1
30140,34.293017,-83.726134,110,13,1
30141,33.023715,-83.725216,110,13,1
30142,33.38792,-83.72407,110,13,1
30143,33.329628,-83.724056,110,13,1
30144,33.129111,-83.723936,110,13,1
30145,34.715081,-83.723183,110,13,1
30146,34.310901,-83.722834,110,13,1
30147,33.109624,-83.722566,110,13,1
30148,34.554562,-83.722276,110,13,1
30149,34.245785,-83.722267,110,13,1
30150,33.516182,-83.721958,110,13,1
30151,34.363858,-83.721327,110,13,1
30152,32.890413,-83.720777,110,13,1
30153,33.414514,-83.720548,110,13,1
30154,32.957612,-83.72009,110,13,1
30155,32.83,-83.72,110,13,1
30156,33.03,-83.72,110,13,1
30157,33.92,-83.72,110,13,1
30158,34.06,-83.72,110,13,1
30159,34.14,-83.72,110,13,1
30160,32.803851,-83.719929,110,13,1
30161,33.198498,-83.719142,110,13,1
30162,34.755732,-83.718954,110,13,1
30163,33.420212,-83.718724,110,13,1
30164,33.990377,-83.718677,110,13,1
30165,33.027721,-83.718195,110,13,1
30166,33.995298,-83.716904,110,13,1
30167,34.06196,-83.716326,110,13,1
30168,33.114773,-83.716308,110,13,1
30169,33.469555,-83.716248,110,13,1
30170,33.084109,-83.71334,110,13,1
30171,33.02156,-83.713224,110,13,1
30172,33.990373,-83.711401,110,13,1
30173,34.73596,-83.710357,110,13,1
30174,34.646083,-83.707718,110,13,1
30175,33.154578,-83.706435,110,13,1
30176,34.445813,-83.70449,110,13,1
30177,33.022084,-83.702995,110,13,1
30178,33.084528,-83.70206,110,13,1
30179,33.057787,-83.700975,110,13,1
30180,34.064678,-83.700165,110,13,1
30181,33.597879,-83.699899,110,13,1
30182,34.943286,-83.699399,110,13,1
30183,34.053418,-83.699312,110,13,1
30184,33.222569,-83.698296,110,13,1
30185,33.169299,-83.698229,110,13,1
30186,33.027756,-83.698156,110,13,1
30187,33.666909,-83.697146,110,13,1
30188,34.414848,-83.697109,110,13,1
30189,33.553247,-83.696581,110,13,1
30190,32.385791,-83.696375,110,13,1
30191,32.500541,-83.69612,110,13,1
30192,33.362461,-83.695943,110,13,1
30193,34.109942,-83.695895,110,13,1
30194,34.02322,-83.695545,110,13,1
30195,34.390256,-83.69547,110,13,1
30196,33.978001,-83.695407,110,13,1
30197,34.523093,-83.695301,110,13,1
30198,34.104962,-83.695155,110,13,1
30199,34.519441,-83.694754,110,13,1
30200,34.72374,-83.694185,110,13,1
30201,34.44581,-83.693329,110,13,1
30202,34.281515,-83.69286,110,13,1
30203,34.615698,-83.692787,110,13,1
30204,34.697209,-83.691561,110,13,1
30205,33.560687,-83.691094,110,13,1
30206,34.329764,-83.689943,110,13,1
30207,34.05633,-83.68945,110,13,1
30208,32.884917,-83.689304,110,13,1
30209,32.80093,-83.688667,110,13,1
30210,32.504467,-83.68832,110,13,1
30211,34.497512,-83.687809,110,13,1
30212,33.274627,-83.687285,110,13,1
30213,33.091797,-83.683128,110,13,1
30214,33.827515,-83.681378,110,13,1
30215,34.425316,-83.677393,110,13,1
30216,33.955956,-83.67633,110,13,1
30217,34.539269,-83.675868,110,13,1
30218,34.106868,-83.675864,110,13,1
30219,32.92,-83.67,110,13,1
30220,33.0,-83.67,110,13,1
30221,33.19,-83.67,110,13,1
30222,34.860362,-83.669545,110,13,1
30223,33.812856,-83.669366,110,13,1
30224,33.726983,-83.668947,110,13,1
30225,34.659726,-83.66841,110,13,1
30226,33.182203,-83.668124,110,13,1
30227,34.721157,-83.667643,110,13,1
30228,33.892467,-83.667513,110,13,1
30229,33.023782,-83.666824,110,13,1
30230,30.9228,-83.666409,110,13,1
30231,33.109258,-83.666117,110,13,1
30232,33.834075,-83.665343,110,13,1
30233,33.608408,-83.665055,110,13,1
30234,33.728154,-83.665017,110,13,1
30235,34.198993,-83.664561,110,13,1
30236,32.896516,-83.664263,110,13,1
30237,30.91914,-83.663791,110,13,1
30238,32.915097,-83.66351,110,13,1
30239,32.920294,-83.663077,110,13,1
30240,34.194726,-83.662869,110,13,1
30241,32.973356,-83.662789,110,13,1
30242,32.921333,-83.660895,110,13,1
30243,34.247357,-83.660724,110,13,1
30244,33.631121,-83.657611,110,13,1
30245,33.973846,-83.656528,110,13,1
30246,33.028277,-83.654512,110,13,1
30247,34.495282,-83.652281,110,13,1
30248,34.938665,-83.650275,110,13,1
30249,34.910318,-83.649334,110,13,1
30250,34.529884,-83.647533,110,13,1
30251,33.459437,-83.646974,110,13,1
30252,33.13215,-83.645946,110,13,1
30253,32.330193,-83.645812,110,13,1
30254,33.060117,-83.645519,110,13,1
30255,34.39623,-83.645173,110,13,1
30256,34.747724,-83.64494,110,13,1
30257,34.287703,-83.644682,110,13,1
30258,34.372712,-83.644452,110,13,1
30259,34.01674,-83.643331,110,13,1
30260,34.943696,-83.643245,110,13,1
30261,32.319761,-83.642751,110,13,1
30262,34.462897,-83.642622,110,13,1
30263,33.30381,-83.642477,110,13,1
30264,34.621706,-83.642199,110,13,1
30265,33.068636,-83.641262,110,13,1
30266,32.306957,-83.641129,110,13,1
30267,33.66808,-83.641076,110,13,1
30268,34.331971,-83.640485,110,13,1
30269,30.72,-83.64,110,13,1
30270,33.67,-83.64,110,13,1
30271,32.968285,-83.639861,110,13,1
30272,33.692292,-83.639436,110,13,1
30273,33.464969,-83.638617,110,13,1
30274,33.25167,-83.638389,110,13,1
30275,34.304787,-83.637479,110,13,1
30276,34.360023,-83.637246,110,13,1
30277,33.086174,-83.63654,110,13,1
30278,33.331054,-83.636286,110,13,1
30279,33.356239,-83.635298,110,13,1
30280,33.225735,-83.635119,110,13,1
30281,33.140344,-83.63459,110,13,1
30282,34.164677,-83.633719,110,13,1
30283,33.68115,-83.633644,110,13,1
30284,33.654104,-83.633571,110,13,1
30285,32.943001,-83.633401,110,13,1
30286,34.409722,-83.632855,110,13,1
30287,34.387235,-83.63154,110,13,1
30288,33.336688,-83.625413,110,13,1
30289,34.527183,-83.620981,110,13,1
30290,30.972812,-83.620801,110,13,1
30291,33.835872,-83.615313,110,13,1
30292,33.942177,-83.614384,110,13,1
30293,34.672447,-83.614375,110,13,1
30294,33.361162,-83.61334,110,13,1
30295,32.390975,-83.612461,110,13,1
30296,34.307598,-83.611987,110,13,1
30297,34.275083,-83.611132,110,13,1
30298,34.722,-83.611,110,13,1
30299,34.637423,-83.610662,110,13,1
30300,34.636512,-83.6105,110,13,1
30301,34.307828,-83.610407,110,13,1
30302,34.53,-83.61,110,13,1
30303,34.80286,-83.609135,110,13,1
30304,34.581626,-83.608939,110,13,1
30305,30.966666,-83.608736,110,13,1
30306,34.055155,-83.608251,110,13,1
30307,32.385139,-83.607916,110,13,1
30308,33.95409,-83.607078,110,13,1
30309,30.973479,-83.606937,110,13,1
30310,34.585909,-83.606137,110,13,1
30311,34.667912,-83.605719,110,13,1
30312,34.225572,-83.605665,110,13,1
30313,34.496085,-83.605535,110,13,1
