index,LAT,LONG,SPCD,STATECD,PRESENCE
180,34.033531,-88.14088,110,1,1
181,31.5,-88.14,110,1,1
182,31.67,-88.14,110,1,1
183,31.94,-88.14,110,1,1
184,32.0,-88.14,110,1,1
185,32.11,-88.14,110,1,1
186,32.17,-88.14,110,1,1
187,32.22,-88.14,110,1,1
188,32.25,-88.14,110,1,1
189,33.19,-88.14,110,1,1
190,33.25,-88.14,110,1,1
191,33.31,-88.14,110,1,1
192,33.33,-88.14,110,1,1
193,33.39,-88.14,110,1,1
194,33.42,-88.14,110,1,1
195,33.5,-88.14,110,1,1
196,33.56,-88.14,110,1,1
197,33.61,-88.14,110,1,1
198,33.64,-88.14,110,1,1
199,33.94,-88.14,110,1,1
200,34.0,-88.14,110,1,1
201,34.03,-88.14,110,1,1
202,34.31,-88.14,110,1,1
203,34.53,-88.14,110,1,1
204,34.56,-88.14,110,1,1
205,34.61,-88.14,110,1,1
206,35.0,-88.14,110,1,1
207,33.330976,-88.139979,110,1,1
208,33.783556,-88.138014,110,1,1
209,33.15582,-88.13661,110,1,1
210,33.948449,-88.134756,110,1,1
211,33.24932,-88.132177,110,1,1
212,33.393337,-88.13183,110,1,1
213,33.211831,-88.128822,110,1,1
214,34.079932,-88.128438,110,1,1
215,33.59511,-88.127889,110,1,1
216,34.609505,-88.125711,110,1,1
217,31.862805,-88.120765,110,1,1
218,34.955903,-88.118657,110,1,1
219,31.685883,-88.111379,110,1,1
220,30.92,-88.11,110,1,1
221,31.47,-88.11,110,1,1
222,31.64,-88.11,110,1,1
223,31.81,-88.11,110,1,1
224,31.86,-88.11,110,1,1
225,32.08,-88.11,110,1,1
226,32.11,-88.11,110,1,1
227,32.17,-88.11,110,1,1
228,32.31,-88.11,110,1,1
229,32.33,-88.11,110,1,1
230,32.39,-88.11,110,1,1
231,32.42,-88.11,110,1,1
232,32.53,-88.11,110,1,1
233,32.56,-88.11,110,1,1
234,32.61,-88.11,110,1,1
235,34.94,-88.11,110,1,1
236,30.91184,-88.109823,110,1,1
237,32.109336,-88.104953,110,1,1
238,32.302909,-88.102109,110,1,1
239,32.079728,-88.099683,110,1,1
240,33.785283,-88.098006,110,1,1
241,33.342289,-88.089375,110,1,1
242,33.27409,-88.088963,110,1,1
243,34.391282,-88.088054,110,1,1
244,34.170453,-88.087717,110,1,1
245,33.284632,-88.087435,110,1,1
246,33.772995,-88.084702,110,1,1
247,34.072943,-88.084336,110,1,1
248,33.694611,-88.084187,110,1,1
249,33.478156,-88.083626,110,1,1
250,33.59758,-88.083397,110,1,1
251,34.033477,-88.082071,110,1,1
252,33.17,-88.08,110,1,1
253,33.33,-88.08,110,1,1
254,33.47,-88.08,110,1,1
255,33.61,-88.08,110,1,1
256,33.69,-88.08,110,1,1
257,33.72,-88.08,110,1,1
258,33.83,-88.08,110,1,1
259,34.03,-88.08,110,1,1
260,34.22,-88.08,110,1,1
261,34.25,-88.08,110,1,1
262,34.39,-88.08,110,1,1
263,34.53,-88.08,110,1,1
264,34.56,-88.08,110,1,1
265,34.61,-88.08,110,1,1
266,34.64,-88.08,110,1,1
267,34.86,-88.08,110,1,1
268,33.51374,-88.079843,110,1,1
269,33.429629,-88.079416,110,1,1
270,33.824173,-88.076919,110,1,1
271,33.163875,-88.076648,110,1,1
272,33.301577,-88.076618,110,1,1
273,35.003106,-88.075559,110,1,1
274,34.774662,-88.074737,110,1,1
275,34.927763,-88.07137,110,1,1
276,33.000702,-88.068645,110,1,1
277,31.871527,-88.064462,110,1,1
278,31.72,-88.06,110,1,1
279,31.78,-88.06,110,1,1
280,31.86,-88.06,110,1,1
281,31.92,-88.06,110,1,1
282,32.14,-88.06,110,1,1
283,32.25,-88.06,110,1,1
284,32.33,-88.06,110,1,1
285,32.53,-88.06,110,1,1
286,32.56,-88.06,110,1,1
287,33.0,-88.06,110,1,1
288,31.781253,-88.055772,110,1,1
289,31.552606,-88.054798,110,1,1
290,31.913438,-88.054043,110,1,1
291,32.249478,-88.053849,110,1,1
292,32.294655,-88.052062,110,1,1
293,32.506509,-88.051866,110,1,1
294,32.561919,-88.05068,110,1,1
295,32.339091,-88.048237,110,1,1
296,33.913386,-88.036902,110,1,1
297,33.859542,-88.03391,110,1,1
298,33.737424,-88.033637,110,1,1
299,33.002865,-88.03193,110,1,1
300,34.514091,-88.030959,110,1,1
301,31.94,-88.03,110,1,1
302,33.0,-88.03,110,1,1
303,33.08,-88.03,110,1,1
304,33.11,-88.03,110,1,1
305,33.17,-88.03,110,1,1
306,33.19,-88.03,110,1,1
307,33.31,-88.03,110,1,1
308,33.42,-88.03,110,1,1
309,33.5,-88.03,110,1,1
310,33.61,-88.03,110,1,1
311,33.69,-88.03,110,1,1
312,33.72,-88.03,110,1,1
313,33.78,-88.03,110,1,1
314,33.86,-88.03,110,1,1
315,33.92,-88.03,110,1,1
316,34.08,-88.03,110,1,1
317,34.25,-88.03,110,1,1
318,34.42,-88.03,110,1,1
319,34.47,-88.03,110,1,1
320,34.53,-88.03,110,1,1
321,34.56,-88.03,110,1,1
322,34.64,-88.03,110,1,1
323,34.69,-88.03,110,1,1
324,34.72,-88.03,110,1,1
325,34.83,-88.03,110,1,1
326,34.94,-88.03,110,1,1
327,34.425601,-88.029319,110,1,1
328,33.517533,-88.029245,110,1,1
329,33.378512,-88.028893,110,1,1
330,34.690714,-88.028843,110,1,1
331,34.248949,-88.026312,110,1,1
332,33.073369,-88.025567,110,1,1
333,33.774471,-88.025548,110,1,1
334,33.109635,-88.024161,110,1,1
335,33.598068,-88.022085,110,1,1
336,34.643733,-88.020512,110,1,1
337,34.826342,-88.01938,110,1,1
338,33.684007,-88.019225,110,1,1
339,31.869862,-88.012134,110,1,1
340,32.373938,-88.012107,110,1,1
341,31.774763,-88.007496,110,1,1
342,32.217717,-88.00341,110,1,1
343,32.021255,-88.003393,110,1,1
344,31.950961,-88.003133,110,1,1
345,31.604674,-88.001176,110,1,1
346,31.25,-88.0,110,1,1
347,31.64,-88.0,110,1,1
348,31.69,-88.0,110,1,1
349,31.72,-88.0,110,1,1
350,31.78,-88.0,110,1,1
351,31.86,-88.0,110,1,1
352,31.92,-88.0,110,1,1
353,32.08,-88.0,110,1,1
354,32.31,-88.0,110,1,1
355,32.33,-88.0,110,1,1
356,32.56,-88.0,110,1,1
357,34.0,-88.0,110,1,1
358,31.651791,-87.99966,110,1,1
359,34.300013,-87.989521,110,1,1
360,32.331165,-87.989399,110,1,1
361,31.993674,-87.988875,110,1,1
362,34.079701,-87.987128,110,1,1
363,33.988769,-87.98096,110,1,1
364,33.381162,-87.979644,110,1,1
365,33.277678,-87.979012,110,1,1
366,34.167395,-87.978832,110,1,1
367,33.768011,-87.97817,110,1,1
368,34.73673,-87.975569,110,1,1
369,33.163386,-87.974041,110,1,1
370,33.689777,-87.974031,110,1,1
371,34.864166,-87.973799,110,1,1
372,34.379943,-87.97138,110,1,1
373,31.81,-87.97,110,1,1
374,31.92,-87.97,110,1,1
375,31.94,-87.97,110,1,1
376,32.0,-87.97,110,1,1
377,32.08,-87.97,110,1,1
378,32.17,-87.97,110,1,1
379,33.0,-87.97,110,1,1
380,33.11,-87.97,110,1,1
381,33.17,-87.97,110,1,1
382,33.31,-87.97,110,1,1
383,33.33,-87.97,110,1,1
384,33.39,-87.97,110,1,1
385,33.47,-87.97,110,1,1
386,33.61,-87.97,110,1,1
387,33.64,-87.97,110,1,1
388,33.69,-87.97,110,1,1
389,33.83,-87.97,110,1,1
390,33.92,-87.97,110,1,1
391,34.03,-87.97,110,1,1
392,34.22,-87.97,110,1,1
393,34.31,-87.97,110,1,1
394,34.33,-87.97,110,1,1
395,34.39,-87.97,110,1,1
396,34.42,-87.97,110,1,1
397,34.47,-87.97,110,1,1
398,34.64,-87.97,110,1,1
399,34.69,-87.97,110,1,1
400,34.72,-87.97,110,1,1
401,34.86,-87.97,110,1,1
402,34.92,-87.97,110,1,1
403,34.94,-87.97,110,1,1
404,33.002191,-87.964436,110,1,1
405,31.899647,-87.961564,110,1,1
406,32.196525,-87.956918,110,1,1
407,32.156325,-87.953216,110,1,1
408,32.548376,-87.952802,110,1,1
409,32.837254,-87.950852,110,1,1
410,31.645421,-87.949496,110,1,1
411,34.509838,-87.944807,110,1,1
412,31.64,-87.94,110,1,1
413,31.78,-87.94,110,1,1
414,32.19,-87.94,110,1,1
415,32.56,-87.94,110,1,1
416,34.077801,-87.937915,110,1,1
417,33.467035,-87.928904,110,1,1
418,33.378544,-87.923811,110,1,1
419,33.556967,-87.923406,110,1,1
420,33.862799,-87.920606,110,1,1
421,31.72,-87.92,110,1,1
422,31.78,-87.92,110,1,1
423,32.03,-87.92,110,1,1
424,32.11,-87.92,110,1,1
425,32.17,-87.92,110,1,1
426,32.25,-87.92,110,1,1
427,32.42,-87.92,110,1,1
428,32.92,-87.92,110,1,1
429,32.94,-87.92,110,1,1
430,33.0,-87.92,110,1,1
431,33.17,-87.92,110,1,1
432,33.25,-87.92,110,1,1
433,33.39,-87.92,110,1,1
434,33.42,-87.92,110,1,1
435,33.61,-87.92,110,1,1
436,33.64,-87.92,110,1,1
437,33.72,-87.92,110,1,1
438,33.86,-87.92,110,1,1
439,33.89,-87.92,110,1,1
440,33.94,-87.92,110,1,1
441,34.0,-87.92,110,1,1
442,34.03,-87.92,110,1,1
443,34.08,-87.92,110,1,1
444,34.33,-87.92,110,1,1
445,34.39,-87.92,110,1,1
446,34.47,-87.92,110,1,1
447,34.53,-87.92,110,1,1
448,34.56,-87.92,110,1,1
449,34.61,-87.92,110,1,1
450,34.64,-87.92,110,1,1
451,34.72,-87.92,110,1,1
452,34.86,-87.92,110,1,1
453,33.990982,-87.919795,110,1,1
454,33.77522,-87.918547,110,1,1
455,33.813691,-87.917655,110,1,1
456,34.335815,-87.916736,110,1,1
457,34.723577,-87.916662,110,1,1
458,33.163539,-87.916506,110,1,1
459,32.16076,-87.915298,110,1,1
460,34.862966,-87.915071,110,1,1
461,33.253565,-87.914637,110,1,1
462,33.908622,-87.913063,110,1,1
463,33.640666,-87.912578,110,1,1
464,34.940064,-87.910392,110,1,1
465,32.249591,-87.910121,110,1,1
466,32.996499,-87.909769,110,1,1
467,34.904406,-87.908853,110,1,1
468,31.778242,-87.907762,110,1,1
469,30.831333,-87.905755,110,1,1
470,32.113402,-87.905451,110,1,1
471,31.604067,-87.900584,110,1,1
472,31.792684,-87.893687,110,1,1
473,34.498118,-87.892292,110,1,1
474,34.141979,-87.891029,110,1,1
475,31.25,-87.89,110,1,1
476,31.44,-87.89,110,1,1
477,31.56,-87.89,110,1,1
478,31.61,-87.89,110,1,1
479,32.5,-87.89,110,1,1
480,34.08,-87.89,110,1,1
481,34.19,-87.89,110,1,1
482,34.25,-87.89,110,1,1
483,31.448366,-87.889089,110,1,1
484,32.139835,-87.887733,110,1,1
485,31.244543,-87.88717,110,1,1
486,33.815612,-87.884083,110,1,1
487,33.467738,-87.873985,110,1,1
488,33.772995,-87.872496,110,1,1
489,33.429926,-87.870452,110,1,1
490,32.866624,-87.870149,110,1,1
491,34.338166,-87.868129,110,1,1
492,33.558,-87.867668,110,1,1
493,33.175389,-87.8669,110,1,1
494,33.2493,-87.86626,110,1,1
495,33.301645,-87.865896,110,1,1
496,33.644529,-87.86418,110,1,1
497,31.900824,-87.863635,110,1,1
498,34.740398,-87.862359,110,1,1
499,34.998306,-87.861689,110,1,1
500,32.95116,-87.860617,110,1,1
501,31.254526,-87.86007,110,1,1
502,31.33,-87.86,110,1,1
503,31.39,-87.86,110,1,1
504,31.44,-87.86,110,1,1
505,31.47,-87.86,110,1,1
506,31.61,-87.86,110,1,1
507,31.86,-87.86,110,1,1
508,31.92,-87.86,110,1,1
509,31.94,-87.86,110,1,1
510,32.03,-87.86,110,1,1
511,32.11,-87.86,110,1,1
512,32.25,-87.86,110,1,1
513,32.39,-87.86,110,1,1
514,32.94,-87.86,110,1,1
515,33.0,-87.86,110,1,1
516,33.08,-87.86,110,1,1
517,33.17,-87.86,110,1,1
518,33.22,-87.86,110,1,1
519,33.25,-87.86,110,1,1
520,33.31,-87.86,110,1,1
521,33.39,-87.86,110,1,1
522,33.42,-87.86,110,1,1
523,33.47,-87.86,110,1,1
524,33.56,-87.86,110,1,1
525,33.58,-87.86,110,1,1
526,33.81,-87.86,110,1,1
527,34.0,-87.86,110,1,1
528,34.03,-87.86,110,1,1
529,34.33,-87.86,110,1,1
530,34.56,-87.86,110,1,1
531,34.64,-87.86,110,1,1
532,35.0,-87.86,110,1,1
533,32.161568,-87.859453,110,1,1
534,32.249542,-87.858829,110,1,1
535,31.342034,-87.856428,110,1,1
536,32.021543,-87.856075,110,1,1
537,32.386874,-87.85487,110,1,1
538,31.383958,-87.84647,110,1,1
539,31.656837,-87.845364,110,1,1
540,31.474764,-87.84488,110,1,1
541,34.440447,-87.842502,110,1,1
542,33.324186,-87.841857,110,1,1
543,31.143502,-87.841462,110,1,1
544,31.609652,-87.840964,110,1,1
545,31.683465,-87.835005,110,1,1
546,34.465405,-87.832638,110,1,1
547,30.69,-87.83,110,1,1
548,30.75,-87.83,110,1,1
549,31.56,-87.83,110,1,1
550,33.94,-87.83,110,1,1
551,34.0,-87.83,110,1,1
552,34.03,-87.83,110,1,1
553,34.11,-87.83,110,1,1
554,34.17,-87.83,110,1,1
555,34.19,-87.83,110,1,1
556,34.290982,-87.828023,110,1,1
557,34.122646,-87.825082,110,1,1
558,34.169863,-87.82482,110,1,1
559,31.684256,-87.824446,110,1,1
560,33.479917,-87.822156,110,1,1
561,33.954007,-87.821686,110,1,1
562,33.248899,-87.819084,110,1,1
563,33.866279,-87.818118,110,1,1
564,33.29504,-87.815353,110,1,1
565,33.017759,-87.812062,110,1,1
566,32.905444,-87.811426,110,1,1
567,33.415578,-87.810946,110,1,1
568,31.39,-87.81,110,1,1
569,31.47,-87.81,110,1,1
570,31.56,-87.81,110,1,1
571,31.61,-87.81,110,1,1
572,31.64,-87.81,110,1,1
573,31.72,-87.81,110,1,1
574,31.78,-87.81,110,1,1
575,31.81,-87.81,110,1,1
576,31.89,-87.81,110,1,1
577,32.0,-87.81,110,1,1
578,32.11,-87.81,110,1,1
579,32.17,-87.81,110,1,1
580,32.19,-87.81,110,1,1
581,32.25,-87.81,110,1,1
582,32.39,-87.81,110,1,1
583,32.42,-87.81,110,1,1
584,32.64,-87.81,110,1,1
585,32.69,-87.81,110,1,1
586,32.78,-87.81,110,1,1
587,32.92,-87.81,110,1,1
588,33.03,-87.81,110,1,1
589,33.08,-87.81,110,1,1
590,33.19,-87.81,110,1,1
591,33.25,-87.81,110,1,1
592,33.33,-87.81,110,1,1
593,33.47,-87.81,110,1,1
594,33.5,-87.81,110,1,1
595,33.64,-87.81,110,1,1
596,33.78,-87.81,110,1,1
597,33.81,-87.81,110,1,1
598,33.86,-87.81,110,1,1
599,34.56,-87.81,110,1,1
600,34.61,-87.81,110,1,1
601,34.69,-87.81,110,1,1
602,33.815864,-87.809519,110,1,1
603,31.812715,-87.807414,110,1,1
604,32.07175,-87.807382,110,1,1
605,32.829642,-87.807146,110,1,1
606,34.374325,-87.806469,110,1,1
607,31.98724,-87.805048,110,1,1
608,33.113778,-87.803759,110,1,1
609,31.64749,-87.80234,110,1,1
610,31.73697,-87.80185,110,1,1
611,31.602735,-87.7998,110,1,1
612,32.250502,-87.799087,110,1,1
613,31.474533,-87.798786,110,1,1
614,31.556645,-87.798488,110,1,1
615,32.640733,-87.79832,110,1,1
616,32.366445,-87.797973,110,1,1
617,31.689385,-87.796661,110,1,1
618,32.156369,-87.794239,110,1,1
619,31.389026,-87.790572,110,1,1
620,32.967748,-87.783855,110,1,1
621,33.807601,-87.781337,110,1,1
622,30.97,-87.78,110,1,1
623,31.06,-87.78,110,1,1
624,33.81,-87.78,110,1,1
625,33.94,-87.78,110,1,1
626,34.0,-87.78,110,1,1
627,34.08,-87.78,110,1,1
628,34.17,-87.78,110,1,1
629,34.19,-87.78,110,1,1
630,34.25,-87.78,110,1,1
631,34.31,-87.78,110,1,1
632,33.86148,-87.767325,110,1,1
633,33.555287,-87.765588,110,1,1
634,32.949093,-87.763968,110,1,1
635,32.59372,-87.762942,110,1,1
636,34.686062,-87.76042,110,1,1
637,32.199396,-87.759883,110,1,1
638,33.119135,-87.758052,110,1,1
639,31.85702,-87.756994,110,1,1
640,31.970418,-87.756961,110,1,1
641,32.070053,-87.756214,110,1,1
642,32.024378,-87.755852,110,1,1
643,32.356685,-87.753394,110,1,1
644,32.152795,-87.751926,110,1,1
645,31.682698,-87.751854,110,1,1
646,33.747077,-87.751725,110,1,1
647,30.69,-87.75,110,1,1
648,30.78,-87.75,110,1,1
649,31.39,-87.75,110,1,1
650,31.44,-87.75,110,1,1
651,31.53,-87.75,110,1,1
652,31.61,-87.75,110,1,1
653,31.64,-87.75,110,1,1
654,31.69,-87.75,110,1,1
655,31.78,-87.75,110,1,1
656,31.86,-87.75,110,1,1
657,32.03,-87.75,110,1,1
658,32.17,-87.75,110,1,1
659,32.25,-87.75,110,1,1
660,32.42,-87.75,110,1,1
661,32.94,-87.75,110,1,1
662,33.03,-87.75,110,1,1
663,33.11,-87.75,110,1,1
664,33.53,-87.75,110,1,1
665,33.56,-87.75,110,1,1
666,34.39,-87.75,110,1,1
667,34.5,-87.75,110,1,1
668,34.69,-87.75,110,1,1
669,31.612949,-87.7493,110,1,1
670,31.646202,-87.748992,110,1,1
671,30.592781,-87.74826,110,1,1
672,31.38224,-87.745876,110,1,1
673,31.446187,-87.74518,110,1,1
674,31.195953,-87.738876,110,1,1
675,34.076483,-87.722202,110,1,1
676,34.247631,-87.721487,110,1,1
677,33.47,-87.72,110,1,1
678,33.5,-87.72,110,1,1
679,33.78,-87.72,110,1,1
680,33.81,-87.72,110,1,1
681,34.0,-87.72,110,1,1
682,34.03,-87.72,110,1,1
683,34.08,-87.72,110,1,1
684,34.17,-87.72,110,1,1
685,34.19,-87.72,110,1,1
686,34.25,-87.72,110,1,1
687,34.33,-87.72,110,1,1
688,34.69,-87.72,110,1,1
689,34.161224,-87.71698,110,1,1
690,31.414803,-87.715679,110,1,1
691,34.028674,-87.715376,110,1,1
692,33.469233,-87.714411,110,1,1
693,33.162683,-87.708702,110,1,1
694,33.731586,-87.70667,110,1,1
695,32.822638,-87.706443,110,1,1
696,31.777467,-87.705377,110,1,1
697,31.904433,-87.704951,110,1,1
698,33.252706,-87.704327,110,1,1
699,32.153632,-87.703448,110,1,1
700,34.697079,-87.701742,110,1,1
701,33.694396,-87.698524,110,1,1
702,31.561034,-87.698442,110,1,1
703,31.600178,-87.697816,110,1,1
704,31.862468,-87.697543,110,1,1
705,31.473668,-87.696511,110,1,1
706,32.182649,-87.693766,110,1,1
707,31.530745,-87.692065,110,1,1
708,33.104301,-87.690605,110,1,1
709,31.31,-87.69,110,1,1
710,31.44,-87.69,110,1,1
711,31.47,-87.69,110,1,1
712,31.61,-87.69,110,1,1
713,31.78,-87.69,110,1,1
714,31.86,-87.69,110,1,1
715,31.94,-87.69,110,1,1
716,32.17,-87.69,110,1,1
717,32.19,-87.69,110,1,1
718,32.72,-87.69,110,1,1
719,32.83,-87.69,110,1,1
720,33.11,-87.69,110,1,1
721,33.17,-87.69,110,1,1
722,33.33,-87.69,110,1,1
723,33.39,-87.69,110,1,1
724,33.42,-87.69,110,1,1
725,33.56,-87.69,110,1,1
726,33.64,-87.69,110,1,1
727,33.69,-87.69,110,1,1
728,33.72,-87.69,110,1,1
729,34.64,-87.69,110,1,1
730,30.857045,-87.689995,110,1,1
731,33.99919,-87.670006,110,1,1
732,32.03,-87.67,110,1,1
733,32.11,-87.67,110,1,1
734,32.33,-87.67,110,1,1
735,32.69,-87.67,110,1,1
736,32.72,-87.67,110,1,1
737,32.78,-87.67,110,1,1
738,32.83,-87.67,110,1,1
739,33.42,-87.67,110,1,1
740,33.47,-87.67,110,1,1
741,33.58,-87.67,110,1,1
742,33.64,-87.67,110,1,1
743,33.78,-87.67,110,1,1
744,33.81,-87.67,110,1,1
745,33.86,-87.67,110,1,1
746,33.89,-87.67,110,1,1
747,33.94,-87.67,110,1,1
748,34.0,-87.67,110,1,1
749,34.03,-87.67,110,1,1
750,34.08,-87.67,110,1,1
751,34.11,-87.67,110,1,1
752,34.25,-87.67,110,1,1
753,34.33,-87.67,110,1,1
754,34.39,-87.67,110,1,1
755,34.42,-87.67,110,1,1
756,35.0,-87.67,110,1,1
757,33.813316,-87.664936,110,1,1
758,33.806927,-87.664239,110,1,1
759,34.908628,-87.659881,110,1,1
760,33.899618,-87.658039,110,1,1
761,32.157513,-87.65793,110,1,1
762,32.775343,-87.65769,110,1,1
763,31.944171,-87.652827,110,1,1
764,34.816194,-87.650398,110,1,1
765,32.340379,-87.648831,110,1,1
766,32.82773,-87.648627,110,1,1
767,34.338391,-87.648618,110,1,1
768,32.860654,-87.648044,110,1,1
769,31.726543,-87.644913,110,1,1
770,34.641249,-87.643291,110,1,1
771,31.25,-87.64,110,1,1
772,31.42,-87.64,110,1,1
773,31.47,-87.64,110,1,1
774,31.61,-87.64,110,1,1
775,31.64,-87.64,110,1,1
776,31.69,-87.64,110,1,1
777,31.72,-87.64,110,1,1
778,31.81,-87.64,110,1,1
779,31.86,-87.64,110,1,1
